|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|image_file
48|2D|1884|Oil|Canvas, Panel|Unknown|40 x 29.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/98774d21964bfb0a6f383aab81352f25.jpg|PEASANT WOMAN, HEAD|VINCENT VAN GOGH|images/vincent_van_gogh/98774d21964bfb0a6f383aab81352f25.jpg
49|2D|1890|Pencil|Paper|Unknown|9.625 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2e7fb9e876ef06945a0bf93f93d0221.jpg|THE WALLED WHEATFIELD (CORNER OF THE ENCLOSURE BEHIND SAINT PAUL'S HOSPITAL)|VINCENT VAN GOGH|images/vincent_van_gogh/c2e7fb9e876ef06945a0bf93f93d0221.jpg
50|2D||Crayon|Papier|Yes|4.875 x 3 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6234b778369d6dec52e68dc73bde9300.jpg|TÊTE D'HOMME AU CHAPEAU|VINCENT VAN GOGH|images/vincent_van_gogh/6234b778369d6dec52e68dc73bde9300.jpg
51|2D|1884|Oil|Canvas, Panel|Unknown|15.75 x 11.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e786e4d2a81b4e08f43828fd6b848220.jpg|Head of a Peasant Woman: Right Profile|VINCENT VAN GOGH|images/vincent_van_gogh/e786e4d2a81b4e08f43828fd6b848220.jpg
52|2D|1887|Oil|Canvas|Unknown|28.75 x 21.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2a8c0d89b1d36bceff15d7393bfa6fe3.jpg|Statuette de plâtre: Torse de femme, vue de face|VINCENT VAN GOGH|images/vincent_van_gogh/2a8c0d89b1d36bceff15d7393bfa6fe3.jpg
53|2D|1889|Oil|Canvas|Unknown|26.375 x 20.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/870deed4406f176a49c5254a5a49b365.jpg|Parc de l'hôpital Saint-Paul|VINCENT VAN GOGH|images/vincent_van_gogh/870deed4406f176a49c5254a5a49b365.jpg
54|2D|1882|Gouache, Watercolor, Charcoal|Paper|Unknown|10.875 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/83795e895d52795503258b47ca558482.jpg|THE BEACH AT SCHEVENINGEN|VINCENT VAN GOGH|images/vincent_van_gogh/83795e895d52795503258b47ca558482.jpg
55|2D|1889|Charcoal, Pencil|Paper|Unknown|9.875 x 12.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/81d4e7881473e16ff0af9be81e08963b.jpg|Six pines near the enclosure wall|VINCENT VAN GOGH|images/vincent_van_gogh/81d4e7881473e16ff0af9be81e08963b.jpg
56|2D|1882|Gouache, Watercolour|Paper|Unknown|14.125 x 23.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f51f6bd5e316ba8057f5dc3c38e36bef.jpg|The Iron Mill in The Hague|VINCENT VAN GOGH|images/vincent_van_gogh/f51f6bd5e316ba8057f5dc3c38e36bef.jpg
57|2D|1884|Oil|Canvas, Panel|Unknown|14.375 x 17.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Weaver|VINCENT VAN GOGH|images/vincent_van_gogh/beac2092aad7c91227aeb0a9e23c1418.jpg
58|2D|1877|Pencil, Watercolour, Ink|Paper|Yes|14.5 x 21.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1571729d2fff746883414c4ccc91dd49.jpg|Winter, ook in het leven (naar Jozef Israëls): Winter, in life as well (after Jozef Israëls)|VINCENT VAN GOGH|images/vincent_van_gogh/1571729d2fff746883414c4ccc91dd49.jpg
59|2D|1887|Oil|Canvas|Unknown|28.75 x 21.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4a181de6396554b45880f98a51380a2d.jpg|STATUETTE DE PLÂTRE: TORSE DE FEMME, VUE DE FACE|VINCENT VAN GOGH|images/vincent_van_gogh/4a181de6396554b45880f98a51380a2d.jpg
60|2D|1882|Watercolour, Wash|Paper|Unknown|19.5 x 11.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a209e66d8a41c735136104743d7eab5c.jpg|Orphan Man with a Top Hat Drinking a Cup of Coffee|VINCENT VAN GOGH|images/vincent_van_gogh/a209e66d8a41c735136104743d7eab5c.jpg
61|2D|1890|Oil|Canvas|Unknown|19.75 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5a2e2c414cc7dd3e790fc08fbe0bd7ea.jpg|THE FIELDS (WHEAT FIELDS)|VINCENT VAN GOGH|images/vincent_van_gogh/5a2e2c414cc7dd3e790fc08fbe0bd7ea.jpg
62|2D|1882|Pencil|Paper|Unknown|43.5 x 22 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/51c53785d8d2a9da8c94698b218276f5.jpg|ALMSHOUSE MAN RAKING|VINCENT VAN GOGH|images/vincent_van_gogh/51c53785d8d2a9da8c94698b218276f5.jpg
63|2D||Pencil|Paper|Unknown|17.25 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e054be707f2059a1dda384ec7c73e9a9.jpg|Figure Sketches (recto); Sketches of a young woman (verso)|VINCENT VAN GOGH|images/vincent_van_gogh/e054be707f2059a1dda384ec7c73e9a9.jpg
64|2D||Charcoal, White Heightening|Paper|Yes|17.375 x 20.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ae1aad0b3d10361eef0f3d21545d5d6.jpg|Planteuse des betteraves|VINCENT VAN GOGH|images/vincent_van_gogh/5ae1aad0b3d10361eef0f3d21545d5d6.jpg
65|2D||Pencil, Pen, Brown ink|Paper|Yes|11 x 14.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e89215bd308ba041ee7073866d51581c.jpg|The Bench|VINCENT VAN GOGH|images/vincent_van_gogh/e89215bd308ba041ee7073866d51581c.jpg
66|2D||Gouache, Watercolor|Paper|Unknown|14.125 x 23.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fcdb7196778990702813a5a9bee29470.jpg|The Iron Mill in The Hague|VINCENT VAN GOGH|images/vincent_van_gogh/fcdb7196778990702813a5a9bee29470.jpg
