|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file
78|2D|1945|Charcoal|Paper|Yes|48 x 37.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7cc4c2a1d1e82ee194ec8b1053ac2e8b.jpg|Nymphes. 20 May|HENRI MATISSE|Dec 6, 2019|120,240 - 180,360 USD|232,564 USD|images/henri_matisse/7cc4c2a1d1e82ee194ec8b1053ac2e8b.jpg
79|2D|1898|Oil|Canvas|Yes|38 x 46 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c7a6c70038994dc34278ae2d75d66617.jpg|La mer en Corse, Le Scoud|HENRI MATISSE|Dec 3, 2019|131,964 - 197,946 USD|266,237 USD|images/henri_matisse/c7a6c70038994dc34278ae2d75d66617.jpg
80|2D Edition|1954|Lithograph|Paper|Unknown|11.25 x 7.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b5230c90783ac8c2741340e6b2bd5260.jpg|NU BLEU AUX BRAS VERTS|HENRI MATISSE|Nov 19, 2019|800 - 1,200 USD|875 USD|images/henri_matisse/b5230c90783ac8c2741340e6b2bd5260.jpg
81|2D|1939|Brush, Ink|Paper|Yes|24.875 x 19.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/357325aad5d235cc649b4cde0dcb647c.jpg|BUSTE DE FEMME AVEC BLOUSE À CARREAUX|HENRI MATISSE|Nov 13, 2019|150,000 - 250,000 USD|350,000 USD|images/henri_matisse/357325aad5d235cc649b4cde0dcb647c.jpg
82|2D|1947|Pen, Ink|Paper|Yes|15 x 22 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/471ec2a5868b13e92a065bd36fc45fa0.jpg|DEUX FEMMES LISANT|HENRI MATISSE|Nov 13, 2019|80,000 - 120,000 USD|Unsold|images/henri_matisse/471ec2a5868b13e92a065bd36fc45fa0.jpg
83|2D|1919|Oil|Canvas|Yes|16.25 x 13.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bd84038025780cb19126afc01fcba101.jpg|FEMME AUX ROSES|HENRI MATISSE|Nov 13, 2019|500,000 - 700,000 USD|Unsold|images/henri_matisse/bd84038025780cb19126afc01fcba101.jpg
84|2D|1942|Sanguine|Board|Yes|20.5 x 15.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/308c4f902366bbb59840757784b09bd6.jpg|PORTRAIT DE FEMME|HENRI MATISSE|Nov 13, 2019|180,000 - 250,000 USD|237,500 USD|images/henri_matisse/308c4f902366bbb59840757784b09bd6.jpg
85|2D|1936|white chalk|Black Paper|Yes|9.875 x 7.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/408bce1b450fa43edd8a099b327b32a9.jpg|PORTRAIT DE LYDIA &amp; LES BRAS CROISÉS (A DOUBLE-SIDED WORK)|HENRI MATISSE|Nov 13, 2019|50,000 - 70,000 USD|106,250 USD|images/henri_matisse/408bce1b450fa43edd8a099b327b32a9.jpg
86|2D|1906|Ink, Graphite|Paper|Yes|8.75 x 6.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2879ba3de5632933fe27e01ce8c25fed.jpg|Standing Nude, Backview|HENRI MATISSE|Nov 13, 2019|50,000 - 70,000 USD|50,000 USD|images/henri_matisse/2879ba3de5632933fe27e01ce8c25fed.jpg
87|2D|1928|Pen, India Ink|Paper|Yes|13 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cfde7a8ec8dd2f54da61fba8c8bcdce7.jpg|Deux odalisques|HENRI MATISSE|Nov 12, 2019|100,000 - 150,000 USD|87,500 USD|images/henri_matisse/cfde7a8ec8dd2f54da61fba8c8bcdce7.jpg
88|2D|1923|Charcoal, Estompe|Paper|Yes|21.625 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c35477b87ecb50a1834dbc0f17c5e1c1.jpg|Etude au fauteuil rayé|HENRI MATISSE|Nov 12, 2019|300,000 - 500,000 USD|300,000 USD|images/henri_matisse/c35477b87ecb50a1834dbc0f17c5e1c1.jpg
89|2D|1946|Cut-outs, Pencil|Painted Paper, Paper, Canvas|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a1f1570d92ac8b8fbbcdbe370e79cf17.jpg|Losange|HENRI MATISSE|Nov 12, 2019|500,000 - 800,000 USD|495,000 USD|images/henri_matisse/a1f1570d92ac8b8fbbcdbe370e79cf17.jpg
90|2D|1941|Pen, India Ink|Paper|Yes|15.75 x 20.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8d85d2f4dae42b14df3ff943392129c5.jpg|Nature morte (Thème G, Variation 2)|HENRI MATISSE|Nov 12, 2019|150,000 - 250,000 USD|175,000 USD|images/henri_matisse/8d85d2f4dae42b14df3ff943392129c5.jpg
91|2D|1940|Pencil|Paper|Yes|16 x 20.813 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/52d35447e116d990f720c57cb72add2e.jpg|Nature morte aux ananas et anemones|HENRI MATISSE|Nov 12, 2019|50,000 - 70,000 USD|Unsold|images/henri_matisse/52d35447e116d990f720c57cb72add2e.jpg
92|2D||Crayon|Paper|Yes|11.75 x 9 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cc696fff21f38c431beb8a0e0dac2133.jpg|Tête de femme|HENRI MATISSE|Nov 12, 2019|25,000 - 35,000 USD|50,075 USD|images/henri_matisse/cc696fff21f38c431beb8a0e0dac2133.jpg
93|2D|1947|Pen, India Ink|Paper|Yes|19.625 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/690d2459a4639460be4294756906221b.jpg|Tête de femme|HENRI MATISSE|Nov 12, 2019|80,000 - 120,000 USD|137,500 USD|images/henri_matisse/690d2459a4639460be4294756906221b.jpg
94|2D|1919|Oil|Canvas|Yes|26.75 x 21.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5eec5221ad23555113d95253b97630b0.jpg|Anémones au miroir noir|HENRI MATISSE|Nov 11, 2019|2,000,000 - 3,000,000 USD|5,269,000 USD|images/henri_matisse/5eec5221ad23555113d95253b97630b0.jpg
95|2D|1946|Brush, India Ink|Paper|Yes|13.125 x 7.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b355ec4cb68886622c0c5c7df3d7438e.jpg|Profil de femme|HENRI MATISSE|Nov 11, 2019|400,000 - 600,000 USD|735,000 USD|images/henri_matisse/b355ec4cb68886622c0c5c7df3d7438e.jpg
96|2D|1913|Ink|Wove paper|Yes|7.81 x 9.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4af2c2e49fa12c01654f1ade917d0407.jpg|Deux Personnages Allongés|HENRI MATISSE|Oct 29, 2019|10,000 - 15,000 USD|21,250 USD|images/henri_matisse/4af2c2e49fa12c01654f1ade917d0407.jpg
97|2D|1913|Ink|Wove paper|Yes|10 x 7.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7d0b8737cb772b1908c0b51aec276d54.jpg|Marocain Assis, Les Bras Croisés|HENRI MATISSE|Oct 29, 2019|10,000 - 15,000 USD|31,250 USD|images/henri_matisse/7d0b8737cb772b1908c0b51aec276d54.jpg
98|2D|1918|Oil|Canvasboard|Yes|32.8 x 40.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/25574878e08e934faf8b0e4100c30afa.jpg|Le Petit pêcheur, Maintenon|HENRI MATISSE|Oct 18, 2019|218,760 - 328,140 USD|205,087 USD|images/henri_matisse/25574878e08e934faf8b0e4100c30afa.jpg
99|2D|1898|Oil|Panel|Yes|12.7 x 22.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aa5579b6e68eb431f8c93ef49f6ed9de.jpg|Paysage, Corse|HENRI MATISSE|Oct 10, 2019|99,318 - 148,978 USD|194,058 USD|images/henri_matisse/aa5579b6e68eb431f8c93ef49f6ed9de.jpg
100|2D|1926|Charcoal, Estompe|Joined Paper|Yes|69.5 x 62.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cbd6c22f219ff853eda50d04c778e9d5.jpg|Alfred Cortot au piano|HENRI MATISSE|Oct 7, 2019|132,480 - 198,720 USD|103,500 USD|images/henri_matisse/cbd6c22f219ff853eda50d04c778e9d5.jpg
101|2D Edition|1926|Lithograph|Japanese Paper|Unknown|18 x 22.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d9a429883980d1c81c466783e6c5f62f.jpg|Cortot (Douloureux)|HENRI MATISSE|Oct 7, 2019|3,312 - 5,520 USD|6,210 USD|images/henri_matisse/d9a429883980d1c81c466783e6c5f62f.jpg
102|2D Edition|1926|Lithograph|Japanese Paper|Unknown|18 x 22.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f0a73a69e492c6ad195e711c79a5644.jpg|Cortot (Mondain)|HENRI MATISSE|Oct 7, 2019|3,312 - 5,520 USD|5,520 USD|images/henri_matisse/8f0a73a69e492c6ad195e711c79a5644.jpg
103|2D|1930|Pencil|Paper|Yes|13.13 x 10 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3cecd5d80b54f6abe1a21ed8c9948a52.jpg|NU DEBOUT|HENRI MATISSE|Jul 24, 2019|35,000 - 55,000 USD|150,000 USD|images/henri_matisse/3cecd5d80b54f6abe1a21ed8c9948a52.jpg
104|2D|1921|Charcoal|Paper|Yes|12.38 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/61e7c7318b7c4389138c98d7ac6caff8.jpg|Nu aux bras levés|HENRI MATISSE|Jun 28, 2019|261,194 - 391,791 USD|310,168 USD|images/henri_matisse/61e7c7318b7c4389138c98d7ac6caff8.jpg
105|2D|1905|Watercolour|Paper|Yes|24.8 x 31.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9f4e880c46f1c58bf62ea972a93d9aae.jpg|ÉTUDE POUR 'LE BONHEUR DE VIVRE|HENRI MATISSE|Jun 20, 2019|63,133 - 88,387 USD|173,617 USD|images/henri_matisse/9f4e880c46f1c58bf62ea972a93d9aae.jpg
106|2D|1946|Pencil|Paper|Yes|52.6 x 40.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c221dd7c18330d3f5112e63c90622948.jpg|PORTRAIT D'UNE FEMME (ANNELIES NELCK)|HENRI MATISSE|Jun 20, 2019|101,013 - 151,520 USD|126,267 USD|images/henri_matisse/c221dd7c18330d3f5112e63c90622948.jpg
107|2D|1943|Pencil|Paper|Unknown|15.13 x 11.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/673c2eef77b79e27678f149d2844530d.jpg|Croquis de nus|HENRI MATISSE|Jun 19, 2019|5,065 - 7,598 USD|11,081 USD|images/henri_matisse/673c2eef77b79e27678f149d2844530d.jpg
108|2D||Pen, Ink|Paper|Yes|10.375 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b39435b8e025574f17faa8c752f63107.jpg|Femme assise|HENRI MATISSE|Jun 19, 2019|25,329 - 37,993 USD|Unsold|images/henri_matisse/b39435b8e025574f17faa8c752f63107.jpg
109|2D|1951|Charcoal|Paper|Yes|23.13 x 15.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/82f1a6f1a155aabfd3155f591cbce7b3.jpg|Femme dessinant|HENRI MATISSE|Jun 19, 2019|18,996 - 31,661 USD|18,996 USD|images/henri_matisse/82f1a6f1a155aabfd3155f591cbce7b3.jpg
110|2D|1930|Charcoal|Paper|Unknown|11.25 x 18.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bca35947b7915f04bf1e5b6bb6c18b66.jpg|Nu|HENRI MATISSE|Jun 19, 2019|6,332 - 8,865 USD|19,788 USD|images/henri_matisse/bca35947b7915f04bf1e5b6bb6c18b66.jpg
111|2D|1909|Oil, Pencil|Canvas|Yes|46 x 28.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d65f71ce03679c2a95c9a658a10c117e.jpg|NU AU BORD DE LA MER|HENRI MATISSE|Jun 19, 2019|759,870 - 1,013,160 USD|778,866 USD|images/henri_matisse/d65f71ce03679c2a95c9a658a10c117e.jpg
112|2D||Conte crayon|Paper|Unknown|10.13 x 13.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f1244d4dc1b97990db126fcc099bbc45.jpg|Paysage, vue de Vence|HENRI MATISSE|Jun 19, 2019|12,664 - 18,996 USD|26,912 USD|images/henri_matisse/f1244d4dc1b97990db126fcc099bbc45.jpg
113|2D|1944|Pen, India Ink|Paper|Yes|15.88 x 20.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/20d7766de1fe3e90001f66e30fa86ea5.jpg|Scène d'intérieur|HENRI MATISSE|Jun 19, 2019|316,612 - 443,257 USD|394,182 USD|images/henri_matisse/20d7766de1fe3e90001f66e30fa86ea5.jpg
114|2D|1930|Pencil|Paper|Yes|12.88 x 10.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a192b6a3fda491dccc034cdd76bcad4f.jpeg|Tête|HENRI MATISSE|Jun 19, 2019|15,197 - 22,796 USD|25,329 USD|images/henri_matisse/a192b6a3fda491dccc034cdd76bcad4f.jpeg
115|2D|1946|Crayon|Paper|Yes|20.625 x 15.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cdba78bb558a9e925e837614d6707976.jpg|Tête de femme|HENRI MATISSE|Jun 19, 2019|126,645 - 189,967 USD|Unsold|images/henri_matisse/cdba78bb558a9e925e837614d6707976.jpg
116|2D|1950|Charcoal|Paper|Yes|22.25 x 14.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/984c621162b38766f3f199bed079df6f.jpg|Tête de profil|HENRI MATISSE|Jun 19, 2019|50,658 - 75,987 USD|44,325 USD|images/henri_matisse/984c621162b38766f3f199bed079df6f.jpg
117|2D|1946|Oil, Crayon|Canvas|Yes|60 x 73.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b21a6d091f0897426a2906e8f17aa93b.jpg|VASE D'ANÉMONES|HENRI MATISSE|Jun 19, 2019|5,065,800 - 7,598,700 USD|5,443,709 USD|images/henri_matisse/b21a6d091f0897426a2906e8f17aa93b.jpg
118|2D|1915|Oil|Canvas|Yes|25.63 x 21.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ea04b18dfec692a88eae5d091f5d31d.jpg|Femme nue|HENRI MATISSE|Jun 18, 2019|1,013,338 - 1,520,007 USD|1,503,857 USD|images/henri_matisse/5ea04b18dfec692a88eae5d091f5d31d.jpg
119|2D|1937|Oil|Canvas|Yes|24.25 x 17.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/981be3a5e6bff56827c44db97727a8c9.jpg|Le collier d’ambre|HENRI MATISSE|Jun 18, 2019|6,333,363 - 10,133,381 USD|Unsold|images/henri_matisse/981be3a5e6bff56827c44db97727a8c9.jpg
120|2D|1944|Charcoal|Paper|Yes|15.88 x 10.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9fafa0b51f11031491cdaf204fcfc8b8.jpg|Tête de jeune fille|HENRI MATISSE|Jun 4, 2019|65,056 - 104,089 USD|105,716 USD|images/henri_matisse/9fafa0b51f11031491cdaf204fcfc8b8.jpg
121|2D|1905|Watercolor, Pencil|Paper|Yes|8.13 x 10.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a8fa44b43d991454faa27b5b37fd5ddd.jpg|COLLIOURE, PLAGE ST. VINCENT|HENRI MATISSE|May 15, 2019|80,000 - 120,000 USD|93,750 USD|images/henri_matisse/a8fa44b43d991454faa27b5b37fd5ddd.jpg
122|2D|1942|Pen, Ink|Paper|Yes|20.625 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/54db56fadd0aa6973c14dc385db40288.jpg|LA BLOUSE ROUMAINE|HENRI MATISSE|May 15, 2019|120,000 - 180,000 USD|Unsold|images/henri_matisse/54db56fadd0aa6973c14dc385db40288.jpg
123|2D|1927|Pencil|Paper|Yes|15 x 21.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6f13dd5216e02f1cbd20e959d4b1f3c0.jpg|LES DEUX ODALISQUES|HENRI MATISSE|May 15, 2019|120,000 - 180,000 USD|150,000 USD|images/henri_matisse/6f13dd5216e02f1cbd20e959d4b1f3c0.jpg
124|2D|1928|Pencil|Paper|Yes|15.13 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5eb782f9305ab8f92766873fd30fa358.jpg|TROIS ODALISQUES|HENRI MATISSE|May 15, 2019|150,000 - 250,000 USD|375,000 USD|images/henri_matisse/5eb782f9305ab8f92766873fd30fa358.jpg
125|2D|1940|Pencil|Paper|Yes|13.38 x 17.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/439f23ef76279199d75b12335d5eefc1.jpg|Coquillage et fruits|HENRI MATISSE|May 14, 2019|12,000 - 18,000 USD|25,000 USD|images/henri_matisse/439f23ef76279199d75b12335d5eefc1.jpg
126|2D|1931|Pencil|Paper|Unknown|12.5 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5654eb583927ca19438c5da3238d2782.jpg|Femme dansant|HENRI MATISSE|May 14, 2019|15,000 - 20,000 USD|25,000 USD|images/henri_matisse/5654eb583927ca19438c5da3238d2782.jpg
127|2D|1914|Brush, Black Ink|Paper|Yes|29.5 x 22.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ea60857a997a13f5ef2a7cd17e2fcfc6.jpg|Femme nue assise|HENRI MATISSE|May 14, 2019|150,000 - 250,000 USD|Unsold|images/henri_matisse/ea60857a997a13f5ef2a7cd17e2fcfc6.jpg
128|2D|1915|Pencil|Paper|Yes|7 x 8.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/728f5230e02d33f6e3ffe6b8f8f02a6d.jpg|Feuilles|HENRI MATISSE|May 14, 2019|6,000 - 8,000 USD|23,750 USD|images/henri_matisse/728f5230e02d33f6e3ffe6b8f8f02a6d.jpg
129|2D|1941|Pencil|Paper|Yes|11.13 x 15.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e1f47345fd9ccdc9132231daf103c8fb.jpg|Modèle endormie|HENRI MATISSE|May 14, 2019|20,000 - 30,000 USD|32,500 USD|images/henri_matisse/e1f47345fd9ccdc9132231daf103c8fb.jpg
130|2D|1922|Charcoal, Estompe|Paper|Yes|20.25 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ad00d8c3f59af7a90fee4bfff4fae00f.jpg|NU DEBOUT AUX BRAS LEVÉS|HENRI MATISSE|May 14, 2019|400,000 - 600,000 USD|468,750 USD|images/henri_matisse/ad00d8c3f59af7a90fee4bfff4fae00f.jpg
131|2D|1927|Pen, India Ink|Paper|Unknown|10.88 x 14.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f685da60fe52fdd1923f498b962af7f2.jpg|Nu sur coussin, vase de fleurs|HENRI MATISSE|May 14, 2019|50,000 - 70,000 USD|50,000 USD|images/henri_matisse/f685da60fe52fdd1923f498b962af7f2.jpg
132|2D|1898|Oil|Paper, Board|Yes|7.63 x 11.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/836712f89f7a2a6852c936c3bc78a978.jpg|Paysage|HENRI MATISSE|May 14, 2019|70,000 - 100,000 USD|187,500 USD|images/henri_matisse/836712f89f7a2a6852c936c3bc78a978.jpg
133|2D|1951|Brush, India Ink|Paper|Yes|10.63 x 8.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2c2cb75051ff7c0a1b954acf6d7c2d1e.jpg|Petite tête|HENRI MATISSE|May 14, 2019|80,000 - 120,000 USD|112,500 USD|images/henri_matisse/2c2cb75051ff7c0a1b954acf6d7c2d1e.jpg
134|2D||Pen, India Ink|Paper|Yes|11 x 8.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88f6c4bc5581dce54e1040e0d5c528c1.jpg|Portrait de Margaret (Bibi)|HENRI MATISSE|May 14, 2019|20,000 - 30,000 USD|32,500 USD|images/henri_matisse/88f6c4bc5581dce54e1040e0d5c528c1.jpg
135|2D|1924|Charcoal, Estompe|Paper|Yes|18.625 x 24.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b143e4130b3e90385c01c7dc5d019c8e.jpg|Femme nue couchée|HENRI MATISSE|May 13, 2019|1,500,000 - 2,500,000 USD|Unsold|images/henri_matisse/b143e4130b3e90385c01c7dc5d019c8e.jpg
136|2D|1903|Oil|Canvas|Yes|21.75 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d37b6a7aa4b048c95337592e5c622f84.jpg|Le guitariste debout|HENRI MATISSE|May 13, 2019|3,000,000 - 5,000,000 USD|Unsold|images/henri_matisse/d37b6a7aa4b048c95337592e5c622f84.jpg
137|2D|1929|Oil|Canvas|Yes|25.75 x 21.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e3d94c0bcf369572065209c45eb9d523.jpg|Nu à la fenêtre|HENRI MATISSE|May 13, 2019|7,000,000 - 10,000,000 USD|6,517,500 USD|images/henri_matisse/e3d94c0bcf369572065209c45eb9d523.jpg
138|2D|1944|Charcoal|Paper|Yes|40.3 x 29.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/87ca4e03e1827fed04a6795fa5fb8b4b.jpg|BAUDELAIRE|HENRI MATISSE|Mar 28, 2019|113,365 - 170,048 USD|Unsold|images/henri_matisse/87ca4e03e1827fed04a6795fa5fb8b4b.jpg
139|2D|1948|Pencil|Paper|Yes|26.5 x 20.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d684dad008bc6c0b9cba2fddd51fa20c.jpg|"Études pour l'enfant Jésus, dessin préparatoire pour ""La Vierge à l'enfant"" de la Chapelle de Vence"|HENRI MATISSE|Mar 28, 2019|11,336 - 17,004 USD|12,045 USD|images/henri_matisse/d684dad008bc6c0b9cba2fddd51fa20c.jpg
140|2D|1913|Pen, India Ink|Paper|Yes|25.7 x 18.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/84e0f64d72ab67b28a1dfafab7da356d.jpg|Marocain au repos|HENRI MATISSE|Mar 28, 2019|11,336 - 17,004 USD|36,843 USD|images/henri_matisse/84e0f64d72ab67b28a1dfafab7da356d.jpg
141|2D|1930|Pencil|Paper|Yes|33.3 x 25.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/42196ac33345ff182c05df7b08a28415.jpg|Nu debout, bras dans le dos|HENRI MATISSE|Mar 28, 2019|28,341 - 39,678 USD|36,843 USD|images/henri_matisse/42196ac33345ff182c05df7b08a28415.jpg
142|2D|1919|Pencil, Estompe|Paper|Yes|14 x 10 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4e4c7661baef2d008765cabd0d847da1.jpg|Buste de femme|HENRI MATISSE|Feb 28, 2019|45,685 - 71,791 USD|97,897 USD|images/henri_matisse/4e4c7661baef2d008765cabd0d847da1.jpg
143|2D|1900|Pen, India Ink|Paper|Yes|12.25 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3ac4dc5c471d170b6207c4e623aea0fc.jpg|Femme au chapeau assise|HENRI MATISSE|Feb 28, 2019|19,579 - 32,632 USD|35,895 USD|images/henri_matisse/3ac4dc5c471d170b6207c4e623aea0fc.jpg
144|2D|1921|Pencil|Paper|Yes|15.25 x 11.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bc9d47f9f99e9e6d35a6c10fe0765c5b.jpg|Femme en robe et châle|HENRI MATISSE|Feb 28, 2019|78,318 - 104,424 USD|78,318 USD|images/henri_matisse/bc9d47f9f99e9e6d35a6c10fe0765c5b.jpg
145|2D|1942|Pen, India Ink|Tracing paper|Unknown|14.375 x 10.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/550d9d88c4fb0a6c311751afa9e927b6.jpg|Le char de Venus|HENRI MATISSE|Feb 28, 2019|32,632 - 45,685 USD|Unsold|images/henri_matisse/550d9d88c4fb0a6c311751afa9e927b6.jpg
146|2D|1952|Charcoal|Paper|Yes|15 x 11 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ae080b3d0df0522c2e0784d78ccb6624.jpg|Nu aux fleurs|HENRI MATISSE|Feb 28, 2019|91,371 - 130,530 USD|114,213 USD|images/henri_matisse/ae080b3d0df0522c2e0784d78ccb6624.jpg
147|2D|1947|Pencil|Paper|Yes|14.875 x 11.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7ae31f4d437052fe8b37e7332d404b0c.jpg|Portrait de femme|HENRI MATISSE|Feb 28, 2019|78,318 - 104,424 USD|Unsold|images/henri_matisse/7ae31f4d437052fe8b37e7332d404b0c.jpg
148|2D|1943|Conte crayon|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ea5da7baa09b04e259db9349626fe468.jpg|Vase de fleurs sur fauteuil rocaille|HENRI MATISSE|Feb 28, 2019|39,159 - 65,265 USD|39,159 USD|images/henri_matisse/ea5da7baa09b04e259db9349626fe468.jpg
149|2D|1942|Oil|Canvas|Yes|13 x 18.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e7149a91bcbb757d62221b407d8ef763.jpg|Danseuse assise sur une table, fond rouge|HENRI MATISSE|Feb 27, 2019|5,854,500 - 9,107,000 USD|Unsold|images/henri_matisse/e7149a91bcbb757d62221b407d8ef763.jpg
150|2D|1931|Charcoal, Estompe|Paper|Yes|49 x 62.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3627c082ff87026e38deae738e5431fb.jpg|FEMME ALLONGÉE|HENRI MATISSE|Feb 27, 2019|260,200 - 390,300 USD|357,775 USD|images/henri_matisse/3627c082ff87026e38deae738e5431fb.jpg
151|2D|1918|Oil|Canvas|Yes|28.875 x 36.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/751f2220ba97729dc3085cfa4e300bad.jpg|Nu demi couché|HENRI MATISSE|Feb 27, 2019|1,951,500 - 3,903,000 USD|Unsold|images/henri_matisse/751f2220ba97729dc3085cfa4e300bad.jpg
152|2D|1920|Oil|Canvas|Yes|28.75 x 36.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a346223cc4aac035588061c2d37a2f16.jpg|Nu sur la chaise longue|HENRI MATISSE|Feb 27, 2019|1,951,500 - 3,903,000 USD|2,356,436 USD|images/henri_matisse/a346223cc4aac035588061c2d37a2f16.jpg
153|2D|1942|Pen, Ink|Paper|Yes|52.5 x 40.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/39a980e70f588e92f6151c03a63948b4.jpg|TÊTE DE FEMME (PORTRAIT DE SIMONE MARTIN-VINCENT)|HENRI MATISSE|Feb 27, 2019|130,100 - 195,150 USD|Unsold|images/henri_matisse/39a980e70f588e92f6151c03a63948b4.jpg
154|2D|1916|Oil|Panel|Yes|13 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e509be5dbe5d84caf6bfcc2f8409d615.jpg|Tête de femme penchée (Lorette)|HENRI MATISSE|Feb 27, 2019|1,951,500 - 3,252,500 USD|3,605,396 USD|images/henri_matisse/e509be5dbe5d84caf6bfcc2f8409d615.jpg
155|2D|1919|Pen, Ink|Paper|Yes|36.8 x 26.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/92075fbf37da633653cce30320d08622.jpg|VISAGE REPOSANT SUR LA MAIN GAUCHE|HENRI MATISSE|Feb 27, 2019|78,060 - 104,080 USD|89,443 USD|images/henri_matisse/92075fbf37da633653cce30320d08622.jpg
