|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
2|2D||Red Chalk|Paper, Canvas|Unknown|280 x 248 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/27be07f8bcf2a526ad40d1a3b53cb7a2.jpg|THE CHRIST CHILD WITH ST. JOSEPH|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 4, 2020|8,000 - 12,000 USD|16,250 USD|images/giovanni_francesco_barbieri,_called_guercino/27be07f8bcf2a526ad40d1a3b53cb7a2.jpg|
3|2D|1645|Black Chalk, Stumping|Paper|Unknown|158 x 194 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/158dc26374d70c4033afef74adefccec.jpg|A FLYING PUTTO HOLDING A BASKET WITH FLOWERS|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 29, 2020|15,000 - 20,000 USD|18,750 USD|images/giovanni_francesco_barbieri,_called_guercino/158dc26374d70c4033afef74adefccec.jpg|
4|2D||Pen, Brown ink|Paper|Unknown|10.125 x 11.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/96f1cca429be5ec4005c34ef2d6d2f3f.jpg|ANGELICA AND MEDORO|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 29, 2020|12,000 - 15,000 USD|15,000 USD|images/giovanni_francesco_barbieri,_called_guercino/96f1cca429be5ec4005c34ef2d6d2f3f.jpg|
5|2D||Red Chalk|Paper|Unknown|10.25 x 8.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1b1f6eeed7e5c34bc53db142b77a279f.jpg|GANYMEDE TAKEN AWAY ON THE BACK OF AN EAGLE, A DOG TO THE LEFT AND DISTANT BUILDINGS TO THE RIGHT|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 29, 2020|12,000 - 15,000 USD|75,000 USD|images/giovanni_francesco_barbieri,_called_guercino/1b1f6eeed7e5c34bc53db142b77a279f.jpg|
6|2D||Red Chalk|Paper|Unknown|10.5 x 7.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2fdfc8867043a8b7175b69ce0e8cc006.jpg|A bearded male nude, half-length|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 2, 2019|6,322 - 10,115 USD|15,805 USD|images/giovanni_francesco_barbieri,_called_guercino/2fdfc8867043a8b7175b69ce0e8cc006.jpg|
7|2D||Red Chalk, Stumping|Tinted Paper|Unknown|13.75 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/261051c1f31b41d3c047d10b7704827a.jpg|Head of a youth, looking up|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 2, 2019|7,586 - 10,115 USD|42,673 USD|images/giovanni_francesco_barbieri,_called_guercino/261051c1f31b41d3c047d10b7704827a.jpg|
8|2D||Oil|Canvas|Unknown|12.125 x 15.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2bdb61e6b4ab6238175e3efb047e2f17.jpg|A vanitas still life with a skull atop a book, an hourglass and two glass vases of flowers|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|May 1, 2019|2,000,000 - 3,000,000 USD|2,415,000 USD|images/giovanni_francesco_barbieri,_called_guercino/2bdb61e6b4ab6238175e3efb047e2f17.jpg|
9|2D||Crayon|Paper|Unknown|36.3 x 24 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/25f5ac30025fd31c85a8db92f6d91176.jpg|estompe|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 2, 2019|9 - 13,659 USD|19,237 USD|images/giovanni_francesco_barbieri,_called_guercino/25f5ac30025fd31c85a8db92f6d91176.jpg|
10|2D||Pen, Brown ink, Red Chalk|Paper|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/9395d3293a8535dd4c40b011fd837dec.jpg|A seated female nude (Bathsheba)|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 31, 2019|7,000 - 9,000 USD|10,625 USD|images/giovanni_francesco_barbieri,_called_guercino/9395d3293a8535dd4c40b011fd837dec.jpg|
11|2D||Red Chalk|Paper|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/29a5b47d2115de288bd4d7cf07707b65.jpg|Head of boy, in profile to the left|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 31, 2019|4,000 - 6,000 USD|5,625 USD|images/giovanni_francesco_barbieri,_called_guercino/29a5b47d2115de288bd4d7cf07707b65.jpg|
12|2D||Oil|Canvas|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/c92bdc24d499dd629827345d73a81b7a.jpg|The Samian Sibyl|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 23, 2019|1,000 - 1,500 USD|1,000 USD|images/giovanni_francesco_barbieri,_called_guercino/c92bdc24d499dd629827345d73a81b7a.jpg|
13|2D||Oil|Canvas|Unknown|22.875 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/acea930903b6004971ff3de997f4e6ac.jpg|VERONICA'S VEIL: THE HEAD OF CHRIST|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Oct 29, 2018|7,000 - 9,000 USD|13,750 USD|images/giovanni_francesco_barbieri,_called_guercino/acea930903b6004971ff3de997f4e6ac.jpg|
14|2D||Ink, Pen|Paper|Unknown|213 x 406 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cf2791a885ac4b3afe81dc5f5b79be94.jpg|AN EXTENSIVE LANDSCAPE WITH A FORTIFIED CASTLE AND BUILDINGS, FIGURES IN THE FOREGROUND|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 4, 2018|26,426 - 39,639 USD|33,032 USD|images/giovanni_francesco_barbieri,_called_guercino/cf2791a885ac4b3afe81dc5f5b79be94.jpg|
15|2D||Pen, Brown ink, Wash|Paper|Unknown|204 x 170 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aaea8e5b928e77370fad6b908c331fe8.jpg|STUDY OF A MALE FIGURE HOLDING A CLOTH|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 4, 2018|6,606 - 9,249 USD|18,167 USD|images/giovanni_francesco_barbieri,_called_guercino/aaea8e5b928e77370fad6b908c331fe8.jpg|
16|2D||Pen, Brown ink, Brown Wash|Paper|Unknown|220 x 280 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f124b85fb3ec9423af3c2cd0ffe8e693.jpg|TWO ALLEGORICAL FEMALE FIGURES: SCULPTURE AND PAINTING|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 4, 2018|13,213 - 19,819 USD|31,380 USD|images/giovanni_francesco_barbieri,_called_guercino/f124b85fb3ec9423af3c2cd0ffe8e693.jpg|
17|2D||Oil|Canvas|Unknown|44.75 x 36.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/065fd85488d2292a0d9a4b635e3adcd8.jpg|THE PENITENT MAGDALENE|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 27, 2016|500,000 - 700,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/065fd85488d2292a0d9a4b635e3adcd8.jpg|
18|2D||Oil|Canvas|Unknown|37.25 x 30.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5862f479421db29abef9877ea5b4c68e.jpg|Portrait of Fra Bonaventura Bisi|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 9, 2015|150,890 - 226,335 USD|166,733 USD|images/giovanni_francesco_barbieri,_called_guercino/5862f479421db29abef9877ea5b4c68e.jpg|
19|2D||Oil|Canvas|Unknown|44.75 x 36.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ff32f9f378051706a509d0ec1fa4aa53.jpg|THE PENITENT MAGDALENE|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 29, 2015|700,000 - 900,000 USD|845,000 USD|images/giovanni_francesco_barbieri,_called_guercino/ff32f9f378051706a509d0ec1fa4aa53.jpg|
20|2D||Oil|Canvas|Unknown|70.25 x 43.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/99818d4c227992e56651632a5cf1dbaf.jpg|Tobias and the Archangel|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 2, 2014|3,131 - 6,262 USD|3,913 USD|images/giovanni_francesco_barbieri,_called_guercino/99818d4c227992e56651632a5cf1dbaf.jpg|
21|2D||Oil|Canvas|Unknown|64.5 x 46.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/77065b773bd056e827f778f87359c3a0.jpg|Hercules in a wooded landscape|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 29, 2014|6,726 - 10,089 USD|23,122 USD|images/giovanni_francesco_barbieri,_called_guercino/77065b773bd056e827f778f87359c3a0.jpg|
22|2D||Oil|Canvas|Unknown|90.75 x 69.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/93d94fcc63eaf2de51e793dbffde6e9d.jpg|THE PENITENT MAGDALENE|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 30, 2014|400,000 - 600,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/93d94fcc63eaf2de51e793dbffde6e9d.jpg|
23|2D||Oil|Canvas|Unknown|26.5 x 21.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/391a94fb98a021abed62200614daab18.jpg|Ecce homo|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 5, 2013|4,491 - 7,485 USD|5,614 USD|images/giovanni_francesco_barbieri,_called_guercino/391a94fb98a021abed62200614daab18.jpg|
24|2D||Red Chalk|Paper, Canvas|Unknown|280 x 200 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b3ce22aab38a5373b07327271fe1b4cc.jpg|THE KNEELING VIRGIN IN AN ANNUNCIATION|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 3, 2013|10,682 - 13,734 USD|17,167 USD|images/giovanni_francesco_barbieri,_called_guercino/b3ce22aab38a5373b07327271fe1b4cc.jpg|
25|2D||Oil|Canvas|Unknown|30.25 x 37 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b5439d6d3df7efd5059b46f051f24731.jpg|"PORTRAIT OF FRA BONAVENTURA BISI, CALLED ""IL PITTORINO"|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 1, 2013|1,000,000 - 1,500,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/b5439d6d3df7efd5059b46f051f24731.jpg|
26|2D||Oil|Canvas|Unknown|38 x 31.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dfa878ec84afab6e18de1c584ef846b2.jpg|SAINT JEROME|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 1, 2013|60,000 - 80,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/dfa878ec84afab6e18de1c584ef846b2.jpg|
27|2D||Oil|Canvas|Unknown|43.5 x 35.5 cm||St. Jerome with rosary|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Sep 5, 2012|0 - 0 USD|1,695 USD||
28|2D||Black Chalk|Paper|Unknown|20 x 28.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b631f7b78875fa70c371a00731feabe8.jpg|Ecce Homo|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|May 2, 2012|0 - 0 USD|10,145 USD|images/giovanni_francesco_barbieri,_called_guercino/b631f7b78875fa70c371a00731feabe8.jpg|
29|2D||Oil|Canvas, Board|Unknown|35 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ef34cc94aa7c72348049bd7b8d170419.jpg|Hagar and Ishmael|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Mar 20, 2012|1,585 - 2,378 USD|1,189 USD|images/giovanni_francesco_barbieri,_called_guercino/ef34cc94aa7c72348049bd7b8d170419.jpg|
30|2D||Red Chalk|Paper|Unknown|11.375 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0c6978f826ff4bc4bdf3909ee2c018af.jpg|An angel seated on a cloud playing the lute|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 26, 2012|35,000 - 45,000 USD|37,500 USD|images/giovanni_francesco_barbieri,_called_guercino/0c6978f826ff4bc4bdf3909ee2c018af.jpg|
31|2D||Red Chalk|Paper|Unknown|8.75 x 7.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6eeb787c271301c928b0e49bf684362a.jpg|Head of St. Joseph, in profile to the left|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 26, 2012|40,000 - 60,000 USD|72,100 USD|images/giovanni_francesco_barbieri,_called_guercino/6eeb787c271301c928b0e49bf684362a.jpg|
32|2D||Oil|Canvas|Unknown|90.5 x 70.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cc604d2848a1b1b9a29b2306a1865bd4.jpg|The woman from Samaria|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Nov 1, 2011|5,450 - 8,176 USD|6,813 USD|images/giovanni_francesco_barbieri,_called_guercino/cc604d2848a1b1b9a29b2306a1865bd4.jpg|
33|2D||Oil|Canvas|Unknown|24.625 x 20.125 inch|https://artbnk-art-images.s3.amazonaws.com/048b2b2fb905d55e51c5fe620db4d25f.jpg|SAINT LUKE|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jun 9, 2011|100,000 - 150,000 USD|170,500 USD|images/giovanni_francesco_barbieri,_called_guercino/048b2b2fb905d55e51c5fe620db4d25f.jpg|
34|2D||Oil|Canvas|Unknown|117 x 92.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/08cce15587f5239f82b05472a9f6d631.jpg|THE PERSIAN SYBIL|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 14, 2011|13,054 - 19,581 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/08cce15587f5239f82b05472a9f6d631.jpg|
35|2D||Oil|Canvas|Unknown|37.5 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c06d00bc7ac51bf968c26acb71f26ebf.jpg|The Madonna and Child with Saints Charles Borromeo and Catherine|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 26, 2011|20,000 - 30,000 USD|22,500 USD|images/giovanni_francesco_barbieri,_called_guercino/c06d00bc7ac51bf968c26acb71f26ebf.jpg|
36|2D||Oil|Canvas|Unknown|88 x 67 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d39a8f77fe6fab0c3056f1e0fa57e0af.jpg|King David|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 6, 2010|7,582,278 - 12,131,645 USD|7,875,333 USD|images/giovanni_francesco_barbieri,_called_guercino/d39a8f77fe6fab0c3056f1e0fa57e0af.jpg|
37|2D||Black Chalk, white chalk|blue paper|Unknown|188 x 237 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/abb3a3e8625e788519815f3b107e9643.jpg|RECTO: THE HEAD OF A MAN TURNED TO THE LEFT; VERSO: STUDY OF FEET|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 6, 2010|12,131 - 18,197 USD|24,642 USD|images/giovanni_francesco_barbieri,_called_guercino/abb3a3e8625e788519815f3b107e9643.jpg|
38|2D||Oil|Canvas|Unknown|123 x 92 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c804f0b927820d8fea16f214daa1e380.jpg|SAINT WILLIAM OF AQUITAINE RECEIVING THE COWL|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 29, 2010|10,692 - 15,274 USD|49,565 USD|images/giovanni_francesco_barbieri,_called_guercino/c804f0b927820d8fea16f214daa1e380.jpg|
39|2D||Oil|Canvas|Unknown|115.7 x 93.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1b063daaddd656bcb9541a8e507027fb.jpg|THE PENITENT SAINT PETER|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 29, 2010|9,164 - 12,219 USD|17,183 USD|images/giovanni_francesco_barbieri,_called_guercino/1b063daaddd656bcb9541a8e507027fb.jpg|
40|2D||Red Chalk|Paper, Canvas|Unknown|10.625 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/eec14fb32f57ccdca840b63bff8cd93d.jpg|SAINT PETER|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 27, 2010|18,000 - 22,000 USD|95,500 USD|images/giovanni_francesco_barbieri,_called_guercino/eec14fb32f57ccdca840b63bff8cd93d.jpg|
41|2D||Oil|Canvas|Unknown|103 x 76 cm||SAINT PAUL|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 8, 2009|321,428 - 482,143 USD|426,295 USD||
42|2D||Oil|Canvas|Unknown|29.5 x 37.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cb194ba767b221d6d6dde0fa0f61dce2.jpg|SAINT JOHN THE BAPTIST IN PRISON VISITED BY SALOME|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 30, 2009|750,000 - 950,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/cb194ba767b221d6d6dde0fa0f61dce2.jpg|
43|2D||Oil|Canvas|Unknown|40.75 x 30 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9344e822a4182a656a6a01e3de110681.jpg|SAINT PETER PENITENT|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 30, 2009|400,000 - 600,000 USD|422,500 USD|images/giovanni_francesco_barbieri,_called_guercino/9344e822a4182a656a6a01e3de110681.jpg|
44|2D||Oil|Canvas, Carved, Wood |Unknown|117 x 96.4 cm||SAINT ANDREW BEARING HIS CROSS|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 3, 2008|369,201 - 516,882 USD|Unsold||
45|2D||Oil|Canvas|Unknown|24.5 x 21.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/80c6661e4d532082496113694265e8d4.jpg|Saint Francis of Assisi|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 3, 2008|10,337 - 14,768 USD|33,228 USD|images/giovanni_francesco_barbieri,_called_guercino/80c6661e4d532082496113694265e8d4.jpg|
46|2D||Oil|Canvas|Unknown|63 x 67.25 inch||THE ASSUMPTION OF THE VIRGIN|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jun 6, 2008|20,000 - 30,000 USD|Unsold||
47|2D||Oil|Canvas|Unknown|115 x 96 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d36aa7915a723d39d71cf138b9ae1dcf.jpg|THE SAMIAN SYBIL|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 24, 2008|7,904 - 11,856 USD|9,880 USD|images/giovanni_francesco_barbieri,_called_guercino/d36aa7915a723d39d71cf138b9ae1dcf.jpg|
48|2D||Oil|Canvas|Unknown|183 x 122 cm||THE VISION OF SAINT ANTHONY OF PADUA|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 24, 2008|5,928 - 9,880 USD|2,964 USD||
49|2D||Oil|Canvas|Unknown|22.375 x 18.25 inch|https://artbnk-art-images.s3.amazonaws.com/02cf470356ee75db19183d6af232a001.jpg|CHRIST AS SALVATOR MUNDI|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 26, 2008|10,000 - 15,000 USD|1,250 USD|images/giovanni_francesco_barbieri,_called_guercino/02cf470356ee75db19183d6af232a001.jpg|
50|2D||Red Chalk|Canvas|Unknown|257 x 206 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d911ba2b88070a0fd241787186277a5.jpg|SAINT FRANCIS IN CONTEMPLATION OF A CRUCIFIX|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 23, 2008|20,000 - 25,000 USD|22,500 USD|images/giovanni_francesco_barbieri,_called_guercino/1d911ba2b88070a0fd241787186277a5.jpg|
51|2D||Oil|Canvas, Carved, Wood |Unknown|117 x 98.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7c8d6002c8f93370cdd21ccbcd0bcaa4.jpg|SAINT AGATHA|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Nov 1, 2007|10,415 - 14,581 USD|13,019 USD|images/giovanni_francesco_barbieri,_called_guercino/7c8d6002c8f93370cdd21ccbcd0bcaa4.jpg|
52|2D||Oil|Canvas|Unknown|94 x 114 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8ab9b4000064f75ae6224af828edd0ef.jpg|THE SAMIAN SYBIL|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Apr 24, 2007|5,998 - 9,997 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/8ab9b4000064f75ae6224af828edd0ef.jpg|
53|2D||Oil|Panel|Unknown|15 x 11 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e8c782a9526136d0a749e94cfb7c4a6c.jpg|The Samian Sibyl|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 21, 2007|1,172 - 1,563 USD|1,758 USD|images/giovanni_francesco_barbieri,_called_guercino/e8c782a9526136d0a749e94cfb7c4a6c.jpg|
54|2D||Oil|Canvas|Unknown|43.25 x 30.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/39caa39dfd90751648c54a86e2201420.jpg|SOPHONISBA|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 26, 2007|100,000 - 150,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/39caa39dfd90751648c54a86e2201420.jpg|
55|2D||white chalk|grey paper|Unknown|8.625 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/70f53a5f57bb866776e028779fc63fbd.jpg|A reclining nude, half-length|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 25, 2007|10,000 - 15,000 USD|42,000 USD|images/giovanni_francesco_barbieri,_called_guercino/70f53a5f57bb866776e028779fc63fbd.jpg|
56|2D||Oil|Canvas|Unknown|47 x 37 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/49a9d716e4db4d1ae1e3f3217db14ef3.jpg|Saint Agnes|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 7, 2006|295,008 - 491,680 USD|324,115 USD|images/giovanni_francesco_barbieri,_called_guercino/49a9d716e4db4d1ae1e3f3217db14ef3.jpg|
57|2D||Oil|Canvas|Unknown|57.6 x 68.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/82c61d9bfe8df3072741677aad458c0b.jpg|A female saint|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Nov 16, 2006|3,841 - 6,402 USD|16,901 USD|images/giovanni_francesco_barbieri,_called_guercino/82c61d9bfe8df3072741677aad458c0b.jpg|
58|2D||Oil|Canvas|Unknown|22.375 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|CHRIST AS SALVATOR MUNDI|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|May 18, 2006|10,000 - 15,000 USD|Unsold|images/giovanni_francesco_barbieri,_called_guercino/8f8481e6531eb3a73214cdbf050be6d1.jpg|
59|2D||Oil|Canvas|Unknown|33.125 x 26.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/60cb0843805f4d95840c5689935972bf.jpg|David holding a sling|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 8, 2005|34,858 - 52,288 USD|188,237 USD|images/giovanni_francesco_barbieri,_called_guercino/60cb0843805f4d95840c5689935972bf.jpg|
60|2D||Oil|Canvas|Unknown|89.7 x 116.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3f92fea443f23dbf285fccdd1bff6ae9.jpg|Elijah and the widow of Zarephath|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|May 11, 2005|7,729 - 10,305 USD|23,187 USD|images/giovanni_francesco_barbieri,_called_guercino/3f92fea443f23dbf285fccdd1bff6ae9.jpg|
61|2D||Oil|Canvas|Unknown|39.25 x 31.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c63b583b3fc883f93f8edd51ea92606c.jpg|Rebecca at the Well|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 2, 2005|6,000 - 8,000 USD|7,200 USD|images/giovanni_francesco_barbieri,_called_guercino/c63b583b3fc883f93f8edd51ea92606c.jpg|
62|2D||Oil|Canvas|Unknown|46 x 60.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3986b855f98814efdce3ca83344680ae.jpg|BAPTISM OF CHRIST|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 29, 2005|10,000 - 15,000 USD|12,000 USD|images/giovanni_francesco_barbieri,_called_guercino/3986b855f98814efdce3ca83344680ae.jpg|
63|2D||Oil|Canvas|Unknown|39.5 x 32.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9631021e6704f1a5aeccceb36b9b5c00.jpg|Saint John the Baptist|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Oct 29, 2004|7,323 - 10,985 USD|7,657 USD|images/giovanni_francesco_barbieri,_called_guercino/9631021e6704f1a5aeccceb36b9b5c00.jpg|
64|2D||Oil|Canvas|Unknown|19.25 x 25.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/243cdcc2d06277c5d09aade9d9ec61f9.jpg|The Assumption of Saint Petronilla|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 9, 2004|3,702 - 5,553 USD|3,317 USD|images/giovanni_francesco_barbieri,_called_guercino/243cdcc2d06277c5d09aade9d9ec61f9.jpg|
65|2D||Black Chalk, white chalk|blue paper|Unknown|232 x 174 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fc47263d1b6d6adca3556c44a1a2b90d.jpg|HEAD OF A GIRL, SEEN FROM BEHIND, LOOKING UP TO THE RIGHT|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jul 6, 2004|25,747 - 29,425 USD|30,896 USD|images/giovanni_francesco_barbieri,_called_guercino/fc47263d1b6d6adca3556c44a1a2b90d.jpg|
66|2D||Oil|Canvas|Unknown|25 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/55e8090b9805d72eecbbc696d3bf72e7.jpg|The Mater Dolorosa|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Feb 27, 2004|926 - 1,297 USD|1,440 USD|images/giovanni_francesco_barbieri,_called_guercino/55e8090b9805d72eecbbc696d3bf72e7.jpg|
67|2D||Oil|Canvas|Unknown|64.25 x 46.125 inch||LOVE STAYING THE HAND OF WAR|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Jan 23, 2003|7,000 - 10,000 USD|Unsold||
68|2D||Oil|Canvas|Unknown|32.5 x 26.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4dbb2e55081786dae4cadaf5eed099d5.jpg|The Samian Sibyl|GIOVANNI FRANCESCO BARBIERI, CALLED GUERCINO|Dec 13, 2002|2,378 - 3,171 USD|2,048 USD|images/giovanni_francesco_barbieri,_called_guercino/4dbb2e55081786dae4cadaf5eed099d5.jpg|
